rowname,draw,ddraw,itt_noctrl,itt_noctrl_p,itt_noctrl_N,itt_ctrl,itt_ctrl_p,itt_ctrl_N,itt_wctrl,itt_wctrl_p,itt_wctrl_N
health_private_surv11,0,      3.0000,   1528.8390,      0.3583,     36.0000,   1819.2755,      0.1870,     30.0000,   1819.2755,      0.1870,     30.0000
health_private_surv12,0,      3.0000, -27379.3472,      0.0000,     36.0000, -41592.9316,      0.0000,     30.0000, -41592.9316,      0.0000,     30.0000
health_private_surv13,0,      3.0000,    649.9141,      0.0330,     36.0000,    479.1080,      0.1746,     30.0000,    479.1080,      0.1746,     30.0000
health_private_surv14,0,      3.0000,    523.9756,      0.0282,     36.0000,    162.7611,      0.3741,     30.0000,    162.7611,      0.3741,     30.0000
health_private_surv15,0,      3.0000,    738.4786,      0.1238,     36.0000,     98.5923,      0.8338,     30.0000,     98.5923,      0.8338,     30.0000
health_private_surv16,0,      3.0000,   1544.3763,      0.1237,     36.0000,    917.3885,      0.4600,     30.0000,    917.3885,      0.4600,     30.0000
health_private_surv17,0,      3.0000,   1403.9418,      0.1166,     36.0000,    727.4540,      0.4569,     30.0000,    727.4540,      0.4569,     30.0000
health_private_surv18,0,      3.0000,   1360.1431,      0.1809,     36.0000,    332.4832,      0.7728,     30.0000,    332.4832,      0.7728,     30.0000
health_private_surv19,0,      3.0000,   1387.2972,      0.1694,     36.0000,    603.4412,      0.6193,     30.0000,    603.4412,      0.6193,     30.0000
health_private_surv20,0,      3.0000,    711.1548,      0.6021,     36.0000,   -691.7565,      0.6574,     30.0000,   -691.7565,      0.6574,     30.0000
health_private_surv21,0,      3.0000,  -2567.1410,      0.1735,     36.0000,  -5642.7404,      0.0008,     30.0000,  -5642.7404,      0.0008,     30.0000
health_private_surv22,0,      3.0000,   1386.3837,      0.2920,     36.0000,   1071.7732,      0.5508,     30.0000,   1071.7732,      0.5508,     30.0000
health_private_surv23,0,      3.0000,   1014.3239,      0.4641,     36.0000,    571.9301,      0.5816,     30.0000,    571.9301,      0.5816,     30.0000
health_private_surv24,0,      3.0000,   1252.4141,      0.3719,     36.0000,   1986.8799,      0.2257,     30.0000,   1986.8799,      0.2257,     30.0000
health_private_surv25,0,      3.0000,   1878.3593,      0.2232,     36.0000,    565.0864,      0.5856,     30.0000,    565.0864,      0.5856,     30.0000
health_private_surv26,0,      3.0000,   1239.0460,      0.3749,     36.0000,    528.7629,      0.7510,     30.0000,    528.7629,      0.7510,     30.0000
health_private_surv27,0,      3.0000,    878.9335,      0.4163,     36.0000,    212.4544,      0.8820,     30.0000,    212.4544,      0.8820,     30.0000
health_private_surv28,0,      3.0000,    476.7580,      0.4438,     36.0000,   -385.4690,      0.4959,     30.0000,   -385.4690,      0.4959,     30.0000
health_private_surv29,0,      3.0000,    788.7742,      0.3109,     36.0000,    248.8852,      0.7799,     30.0000,    248.8852,      0.7799,     30.0000
health_private_surv30,0,      3.0000,   -880.7784,      0.3580,     10.0000,  -1317.8211,,      8.0000,  -1317.8211,,      8.0000
health_private_surv31,0,      3.0000,    -10.2308,      0.9895,     17.0000,   -786.3164,      0.3593,     12.0000,   -840.8788,      0.1764,     12.0000
health_private_surv32,0,      3.0000,     36.2295,      0.9668,     25.0000,  -1885.0776,      0.1476,     20.0000,  -2135.1793,      0.0921,     20.0000
health_private_surv33,0,      3.0000,    -98.9274,      0.9070,     25.0000,  -2050.6512,      0.1231,     20.0000,  -2299.2396,      0.0813,     20.0000
health_private_surv34,0,      3.0000,   -138.3950,      0.8733,     25.0000,  -2195.9173,      0.1064,     20.0000,  -2444.8011,      0.0743,     20.0000
health_private_surv35,0,      3.0000,     19.5999,      0.9823,     25.0000,  -2101.7668,      0.1061,     20.0000,  -2322.4750,      0.0670,     20.0000
health_private_surv36,0,      3.0000,    138.1846,      0.8772,     25.0000,  -1983.0127,      0.1132,     20.0000,  -2181.2795,      0.0623,     20.0000
health_private_surv37,0,      3.0000,    489.0084,      0.5951,     25.0000,  -1652.5130,      0.1990,     20.0000,  -1850.7856,      0.1093,     20.0000
